datasetid,publicationid,primarypub,year,citation,articletitle,journal,volume,issue,pages,doi,url
51077,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51078,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51079,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51080,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51081,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51082,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51083,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51084,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51085,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51086,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51087,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51088,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51089,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51090,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51091,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51092,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51093,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51094,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51095,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51096,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51097,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51098,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51099,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51100,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51101,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51102,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51103,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51104,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51105,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51106,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51107,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51108,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51109,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51110,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51111,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51112,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51113,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51114,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51115,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51116,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51117,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51118,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51119,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51120,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51121,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51122,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51123,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51124,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51125,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
51126,17107,True,,"Qin, Y., L. Hongkai, Y. Mazei, I. Kurina, G.T. Swindles, A. Bobrov, A.N. Tsyganov, Y. Gu, X. Huang, J. Xue, M. Lamentowicz, K. Marcisz, T. Roland, R.J. Payne, E.A.D. Mitchell, and S. Xie. Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands. Quaternary Science Reviews 258. [DOI: 10.1016/j.quascirev.2021.106868]",Developing a continental-scale testate amoeba hydrological transfer function for Asian peatlands,Quaternary Science Reviews,258,,,10.1016/j.quascirev.2021.106868,
